hwt10
Partitioned - Decimal
 32899: 0111120001 9883
 32900: 0112120001 10612
 32901: 1012012000 23463
 32902: 0121120001 12070
 32903: 0122120001 12799
 32904: 0102001200 8064
 32905: 1020112000 24435
 32906: 1020212000 24678
 32907: 1021012000 24921
 32908: 0211120001 16444
 32909: 0212120001 17173
 32910: 1022012000 25650
 32911: 0221120001 18631
 32912: 0222120001 19360
 32913: 0110001200 8793
 32914: 1100112000 26622
 32915: 1100212000 26865
 32916: 1101012000 27108
 32917: 1011120001 23005
 32918: 1012120001 23734
 32919: 1102012000 27837
 32920: 1021120001 25192
 32921: 1022120001 25921
 32922: 1110012000 28566
 32923: 1101120001 27379
 32924: 1102120001 28108
 32925: 1110120001 28837
 32926: 1111200011 29650
 32927: 1121200011 31837
 32928: 1120120001 31024
 32929: 1211200011 36211
 32930: 1221200011 38398
 32931: 1120012000 30753
 32932: 1201120001 33940
 32933: 1202120001 34669
 32934: 1210120001 35398
 32935: 2111200011 49333
 32936: 2121200011 51520
 32937: 1220120001 37585
 32938: 2211200011 55894
 32939: 2221200011 58081
 32940: 0120001200 10980
 32941: 1200112000 33183
 32942: 1200212000 33426
 32943: 1201012000 33669
 32944: 2011120001 42688
 32945: 2012120001 43417
 32946: 1202012000 34398
 32947: 2021120001 44875
 32948: 2022120001 45604
 32949: 1210012000 35127
 32950: 2101120001 47062
 32951: 2102120001 47791
 32952: 2110120001 48520
 32953: 1111200012 29651
 32954: 1121200012 31838
 32955: 2120120001 50707
 32956: 1211200012 36212
 32957: 1221200012 38399
 32958: 1220012000 37314
 32959: 2201120001 53623
 32960: 2202120001 54352
 32961: 2210120001 55081
 32962: 2111200012 49334
 32963: 2121200012 51521
 32964: 2220120001 57268
 32965: 2211200012 55895
 32966: 2221200012 58082
 32967: 0020000120 4389
 32968: 0200011200 13248
 32969: 0200021200 13329
 32970: 0200101200 13410
 32971: 2001112000 40473
 32972: 2001212000 40716
 32973: 0200201200 13653
 32974: 2002112000 41202
 32975: 2002212000 41445
 32976: 0201001200 13896
 32977: 2010112000 41931
 32978: 2010212000 42174
 32979: 2011012000 42417
 32980: 0111120002 9884
 32981: 0112120002 10613
 32982: 2012012000 43146
 32983: 0121120002 12071
 32984: 0122120002 12800
 32985: 0202001200 14625
 32986: 2020112000 44118
 32987: 2020212000 44361
 32988: 2021012000 44604
 32989: 0211120002 16445
 32990: 0212120002 17174
 32991: 2022012000 45333
 32992: 0221120002 18632
 32993: 0222120002 19361
 32994: 0210001200 15354
 32995: 2100112000 46305
 32996: 2100212000 46548
 32997: 2101012000 46791
 32998: 1011120002 23006
 32999: 1012120002 23735
 33000: 2102012000 47520
 33001: 1021120002 25193
 33002: 1022120002 25922
 33003: 2110012000 48249
 33004: 1101120002 27380
 33005: 1102120002 28109
 33006: 1110120002 28838
 33007: 1111200021 29653
 33008: 1121200021 31840
 33009: 1120120002 31025
 33010: 1211200021 36214
 33011: 1221200021 38401
 33012: 2120012000 50436
 33013: 1201120002 33941
 33014: 1202120002 34670
 33015: 1210120002 35399
 33016: 2111200021 49336
 33017: 2121200021 51523
 33018: 1220120002 37586
 33019: 2211200021 55897
 33020: 2221200021 58084
 33021: 0220001200 17541
 33022: 2200112000 52866
 33023: 2200212000 53109
 33024: 2201012000 53352
 33025: 2011120002 42689
 33026: 2012120002 43418
 33027: 2202012000 54081
 33028: 2021120002 44876
 33029: 2022120002 45605
 33030: 2210012000 54810
 33031: 2101120002 47063
 33032: 2102120002 47792
 33033: 2110120002 48521
 33034: 1111200022 29654
 33035: 1121200022 31841
 33036: 2120120002 50708
 33037: 1211200022 36215
 33038: 1221200022 38402
 33039: 2220012000 56997
 33040: 2201120002 53624
 33041: 2202120002 54353
 33042: 2210120002 55082
 33043: 2111200022 49337
 33044: 2121200022 51524
 33045: 2220120002 57269
 33046: 2211200022 55898
 33047: 2221200022 58085
 33048: 0100000120 6576
 33049: 1000011200 19809
 33050: 1000021200 19890
 33051: 1000101200 19971
 33052: 0001112001 1108
 33053: 0001212001 1351
 33054: 1000201200 20214
 33055: 0002112001 1837
 33056: 0002212001 2080
 33057: 1001001200 20457
 33058: 0010112001 2566
 33059: 0010212001 2809
 33060: 0011012001 3052
 33061: 0111120010 9885
 33062: 0112120010 10614
 33063: 0012012001 3781
 33064: 0121120010 12072
 33065: 0122120010 12801
 33066: 1002001200 21186
 33067: 0020112001 4753
 33068: 0020212001 4996
 33069: 0021012001 5239
 33070: 0211120010 16446
 33071: 0212120010 17175
 33072: 0022012001 5968
 33073: 0221120010 18633
 33074: 0222120010 19362
 33075: 1010001200 21915
 33076: 0100112001 6940
 33077: 0100212001 7183
 33078: 0101012001 7426
 33079: 1011120010 23007
 33080: 1012120010 23736
 33081: 0102012001 8155
 33082: 1021120010 25194
 33083: 1022120010 25923
 33084: 0110012001 8884
 33085: 1101120010 27381
 33086: 1102120010 28110
 33087: 1110120010 28839
 33088: 1111200101 29656
 33089: 1121200101 31843
 33090: 1120120010 31026
 33091: 1211200101 36217
 33092: 1221200101 38404
 33093: 0120012001 11071
 33094: 1201120010 33942
 33095: 1202120010 34671
 33096: 1210120010 35400
 33097: 2111200101 49339
 33098: 2121200101 51526
 33099: 1220120010 37587
 33100: 2211200101 55900
 33101: 2221200101 58087
 33102: 1020001200 24102
 33103: 0200112001 13501
 33104: 0200212001 13744
 33105: 0201012001 13987
 33106: 2011120010 42690
 33107: 2012120010 43419
 33108: 0202012001 14716
 33109: 2021120010 44877
 33110: 2022120010 45606
 33111: 0210012001 15445
 33112: 2101120010 47064
 33113: 2102120010 47793
 33114: 2110120010 48522
 33115: 1111200102 29657
 33116: 1121200102 31844
 33117: 2120120010 50709
 33118: 1211200102 36218
 33119: 1221200102 38405
 33120: 0220012001 17632
 33121: 2201120010 53625
 33122: 2202120010 54354
 33123: 2210120010 55083
 33124: 2111200102 49340
 33125: 2121200102 51527
 33126: 2220120010 57270
 33127: 2211200102 55901
 33128: 2221200102 58088
 33129: 1100001200 26289
 33130: 1000112001 20062
 33131: 1000212001 20305
 33132: 1001012001 20548
 33133: 0011120011 3325
 33134: 0012120011 4054
 33135: 1002012001 21277
 33136: 0021120011 5512
 33137: 0022120011 6241
 33138: 1010012001 22006
 33139: 0101120011 7699
 33140: 0102120011 8428
 33141: 0110120011 9157
 33142: 1111200110 29658
 33143: 1121200110 31845
 33144: 0120120011 11344
 33145: 1211200110 36219
 33146: 1221200110 38406
 33147: 1020012001 24193
 33148: 0201120011 14260
 33149: 0202120011 14989
 33150: 0210120011 15718
 33151: 2111200110 49341
 33152: 2121200110 51528
 33153: 0220120011 17905
 33154: 2211200110 55902
 33155: 2221200110 58089
 33156: 1100012001 26380
 33157: 1001120011 20821
 33158: 1002120011 21550
 33159: 1010120011 22279
 33160: 0111200111 9976
 33161: 0121200111 12163
 33162: 1020120011 24466
 33163: 0211200111 16537
 33164: 0221200111 18724
 33165: 1100120011 26653
 33166: 1011200111 23098
 33167: 1021200111 25285
 33168: 1101200111 27472
 33169: 1112001111 29929
 33170: 1212001111 36490
 33171: 1201200111 34033
 33172: 2112001111 49612
 33173: 2212001111 56173
 33174: 1200120011 33214
 33175: 2011200111 42781
 33176: 2021200111 44968
 33177: 2101200111 47155
 33178: 1112001112 29930
 33179: 1212001112 36491
 33180: 2201200111 53716
 33181: 2112001112 49613
 33182: 2212001112 56174
 33183: 1200012001 32941
 33184: 2001120011 40504
 33185: 2002120011 41233
 33186: 2010120011 41962
 33187: 0111200112 9977
 33188: 0121200112 12164
 33189: 2020120011 44149
 33190: 0211200112 16538
 33191: 0221200112 18725
 33192: 2100120011 46336
 33193: 1011200112 23099
 33194: 1021200112 25286
 33195: 1101200112 27473
 33196: 1112001121 29932
 33197: 1212001121 36493
 33198: 1201200112 34034
 33199: 2112001121 49615
 33200: 2212001121 56176
 33201: 2200120011 52897
 33202: 2011200112 42782
 33203: 2021200112 44969
 33204: 2101200112 47156
 33205: 1112001122 29933
 33206: 1212001122 36494
 33207: 2201200112 53717
 33208: 2112001122 49616
 33209: 2212001122 56177
 33210: 1200001200 32850
 33211: 2000112001 39745
 33212: 2000212001 39988
 33213: 2001012001 40231
 33214: 0011120012 3326
 33215: 0012120012 4055
 33216: 2002012001 40960
 33217: 0021120012 5513
 33218: 0022120012 6242
 33219: 2010012001 41689
 33220: 0101120012 7700
 33221: 0102120012 8429
 33222: 0110120012 9158
 33223: 1111200120 29661
 33224: 1121200120 31848
 33225: 0120120012 11345
 33226: 1211200120 36222
 33227: 1221200120 38409
 33228: 2020012001 43876
 33229: 0201120012 14261
 33230: 0202120012 14990
 33231: 0210120012 15719
 33232: 2111200120 49344
 33233: 2121200120 51531
 33234: 0220120012 17906
 33235: 2211200120 55905
 33236: 2221200120 58092
 33237: 2100012001 46063
 33238: 1001120012 20822
 33239: 1002120012 21551
 33240: 1010120012 22280
 33241: 0111200121 9979
 33242: 0121200121 12166
 33243: 1020120012 24467
 33244: 0211200121 16540
 33245: 0221200121 18727
 33246: 1100120012 26654
 33247: 1011200121 23101
 33248: 1021200121 25288
 33249: 1101200121 27475
 33250: 1112001211 29938
 33251: 1212001211 36499
 33252: 1201200121 34036
 33253: 2112001211 49621
 33254: 2212001211 56182
 33255: 1200120012 33215
 33256: 2011200121 42784
 33257: 2021200121 44971
 33258: 2101200121 47158
 33259: 1112001212 29939
 33260: 1212001212 36500
 33261: 2201200121 53719
 33262: 2112001212 49622
 33263: 2212001212 56183
 33264: 2200012001 52624
 33265: 2001120012 40505
 33266: 2002120012 41234
 33267: 2010120012 41963
 33268: 0111200122 9980
 33269: 0121200122 12167
 33270: 2020120012 44150
 33271: 0211200122 16541
 33272: 0221200122 18728
 33273: 2100120012 46337
 33274: 1011200122 23102
 33275: 1021200122 25289
 33276: 1101200122 27476
 33277: 1112001221 29941
 33278: 1212001221 36502
 33279: 1201200122 34037
 33280: 2112001221 49624
 33281: 2212001221 56185
 33282: 2200120012 52898
 33283: 2011200122 42785
 33284: 2021200122 44972
 33285: 2101200122 47159
 33286: 1112001222 29942
 33287: 1212001222 36503
 33288: 2201200122 53720
 33289: 2112001222 49625
 33290: 2212001222 56186
 33291: 0200000120 13137
 33292: 2000011200 39492
 33293: 2000021200 39573
 33294: 2000101200 39654
 33295: 0001112002 1109
 33296: 0001212002 1352
 33297: 2000201200 39897
 33298: 0002112002 1838
 33299: 0002212002 2081
 33300: 2001001200 40140
 33301: 0010112002 2567
 33302: 0010212002 2810
 33303: 0011012002 3053
 33304: 0111120020 9888
 33305: 0112120020 10617
 33306: 0012012002 3782
 33307: 0121120020 12075
 33308: 0122120020 12804
 33309: 2002001200 40869
 33310: 0020112002 4754
 33311: 0020212002 4997
 33312: 0021012002 5240
 33313: 0211120020 16449
 33314: 0212120020 17178
 33315: 0022012002 5969
 33316: 0221120020 18636
 33317: 0222120020 19365
 33318: 2010001200 41598
 33319: 0100112002 6941
 33320: 0100212002 7184
 33321: 0101012002 7427
 33322: 1011120020 23010
 33323: 1012120020 23739
 33324: 0102012002 8156
 33325: 1021120020 25197
 33326: 1022120020 25926
 33327: 0110012002 8885
 33328: 1101120020 27384
 33329: 1102120020 28113
 33330: 1110120020 28842
 33331: 1111200201 29665
 33332: 1121200201 31852
 33333: 1120120020 31029
 33334: 1211200201 36226
 33335: 1221200201 38413
 33336: 0120012002 11072
 33337: 1201120020 33945
 33338: 1202120020 34674
 33339: 1210120020 35403
 33340: 2111200201 49348
 33341: 2121200201 51535
 33342: 1220120020 37590
 33343: 2211200201 55909
 33344: 2221200201 58096
 33345: 2020001200 43785
 33346: 0200112002 13502
 33347: 0200212002 13745
 33348: 0201012002 13988
 33349: 2011120020 42693
 33350: 2012120020 43422
 33351: 0202012002 14717
 33352: 2021120020 44880
 33353: 2022120020 45609
 33354: 0210012002 15446
 33355: 2101120020 47067
 33356: 2102120020 47796
 33357: 2110120020 48525
 33358: 1111200202 29666
 33359: 1121200202 31853
 33360: 2120120020 50712
 33361: 1211200202 36227
 33362: 1221200202 38414
 33363: 0220012002 17633
 33364: 2201120020 53628
 33365: 2202120020 54357
 33366: 2210120020 55086
 33367: 2111200202 49349
 33368: 2121200202 51536
 33369: 2220120020 57273
 33370: 2211200202 55910
 33371: 2221200202 58097
 33372: 2100001200 45972
 33373: 1000112002 20063
 33374: 1000212002 20306
 33375: 1001012002 20549
 33376: 0011120021 3328
 33377: 0012120021 4057
 33378: 1002012002 21278
 33379: 0021120021 5515
 33380: 0022120021 6244
 33381: 1010012002 22007
 33382: 0101120021 7702
 33383: 0102120021 8431
 33384: 0110120021 9160
 33385: 1111200210 29667
 33386: 1121200210 31854
 33387: 0120120021 11347
 33388: 1211200210 36228
 33389: 1221200210 38415
 33390: 1020012002 24194
 33391: 0201120021 14263
 33392: 0202120021 14992
 33393: 0210120021 15721
 33394: 2111200210 49350
 33395: 2121200210 51537
 33396: 0220120021 17908
 33397: 2211200210 55911
 33398: 2221200210 58098
 33399: 1100012002 26381
 33400: 1001120021 20824
 33401: 1002120021 21553
 33402: 1010120021 22282
 33403: 0111200211 9985
 33404: 0121200211 12172
 33405: 1020120021 24469
 33406: 0211200211 16546
 33407: 0221200211 18733
 33408: 1100120021 26656
 33409: 1011200211 23107
 33410: 1021200211 25294
 33411: 1101200211 27481
 33412: 1112002111 29956
 33413: 1212002111 36517
 33414: 1201200211 34042
 33415: 2112002111 49639
 33416: 2212002111 56200
 33417: 1200120021 33217
 33418: 2011200211 42790
 33419: 2021200211 44977
 33420: 2101200211 47164
 33421: 1112002112 29957
 33422: 1212002112 36518
 33423: 2201200211 53725
 33424: 2112002112 49640
 33425: 2212002112 56201
 33426: 1200012002 32942
 33427: 2001120021 40507
 33428: 2002120021 41236
 33429: 2010120021 41965
 33430: 0111200212 9986
 33431: 0121200212 12173
 33432: 2020120021 44152
 33433: 0211200212 16547
 33434: 0221200212 18734
 33435: 2100120021 46339
 33436: 1011200212 23108
 33437: 1021200212 25295
 33438: 1101200212 27482
 33439: 1112002121 29959
 33440: 1212002121 36520
 33441: 1201200212 34043
 33442: 2112002121 49642
 33443: 2212002121 56203
 33444: 2200120021 52900
 33445: 2011200212 42791
 33446: 2021200212 44978
 33447: 2101200212 47165
 33448: 1112002122 29960
 33449: 1212002122 36521
 33450: 2201200212 53726
 33451: 2112002122 49643
 33452: 2212002122 56204
 33453: 2200001200 52533
 33454: 2000112002 39746
 33455: 2000212002 39989
 33456: 2001012002 40232
 33457: 0011120022 3329
 33458: 0012120022 4058
 33459: 2002012002 40961
 33460: 0021120022 5516
 33461: 0022120022 6245
 33462: 2010012002 41690
 33463: 0101120022 7703
 33464: 0102120022 8432
 33465: 0110120022 9161
 33466: 1111200220 29670
 33467: 1121200220 31857
 33468: 0120120022 11348
 33469: 1211200220 36231
 33470: 1221200220 38418
 33471: 2020012002 43877
 33472: 0201120022 14264
 33473: 0202120022 14993
 33474: 0210120022 15722
 33475: 2111200220 49353
 33476: 2121200220 51540
 33477: 0220120022 17909
 33478: 2211200220 55914
 33479: 2221200220 58101
 33480: 2100012002 46064
 33481: 1001120022 20825
 33482: 1002120022 21554
 33483: 1010120022 22283
 33484: 0111200221 9988
 33485: 0121200221 12175
 33486: 1020120022 24470
 33487: 0211200221 16549
 33488: 0221200221 18736
 33489: 1100120022 26657
 33490: 1011200221 23110
 33491: 1021200221 25297
 33492: 1101200221 27484
 33493: 1112002211 29965
 33494: 1212002211 36526
 33495: 1201200221 34045
 33496: 2112002211 49648
 33497: 2212002211 56209
 33498: 1200120022 33218
 33499: 2011200221 42793
 33500: 2021200221 44980
 33501: 2101200221 47167
 33502: 1112002212 29966
 33503: 1212002212 36527
 33504: 2201200221 53728
 33505: 2112002212 49649
 33506: 2212002212 56210
 33507: 2200012002 52625
 33508: 2001120022 40508
 33509: 2002120022 41237
 33510: 2010120022 41966
 33511: 0111200222 9989
 33512: 0121200222 12176
 33513: 2020120022 44153
 33514: 0211200222 16550
 33515: 0221200222 18737
 33516: 2100120022 46340
 33517: 1011200222 23111
 33518: 1021200222 25298
 33519: 1101200222 27485
 33520: 1112002221 29968
 33521: 1212002221 36529
 33522: 1201200222 34046
 33523: 2112002221 49651
 33524: 2212002221 56212
 33525: 2200120022 52901
 33526: 2011200222 42794
 33527: 2021200222 44981
 33528: 2101200222 47168
 33529: 1112002222 29969
 33530: 1212002222 36530
 33531: 2201200222 53729
 33532: 2112002222 49652
 33533: 2212002222 56213
 33534: 1000000120 19698
 33535: 0000011201 127
 33536: 0000021201 208
 33537: 0000101201 289
 33538: 0001112010 1110
 33539: 0001212010 1353
 33540: 0000201201 532
 33541: 0002112010 1839
 33542: 0002212010 2082
 33543: 0001001201 775
 33544: 0010112010 2568
 33545: 0010212010 2811
 33546: 0011012010 3054
 33547: 0111120100 9891
 33548: 0112120100 10620
 33549: 0012012010 3783
 33550: 0121120100 12078
 33551: 0122120100 12807
 33552: 0002001201 1504
 33553: 0020112010 4755
 33554: 0020212010 4998
 33555: 0021012010 5241
 33556: 0211120100 16452
 33557: 0212120100 17181
 33558: 0022012010 5970
 33559: 0221120100 18639
 33560: 0222120100 19368
 33561: 0010001201 2233
 33562: 0100112010 6942
 33563: 0100212010 7185
 33564: 0101012010 7428
 33565: 1011120100 23013
